"","id. Response_ID","GamesAsArt?Y/N","DescriptionOfExperience","GameTitle","WhyIsThisExperienceArt?","LongAgo. How_long_ago_di.._","PlayedBefore. Have_you_played.._","TimeToExperience. Where_in_the_ga.._","TimeToExperience[other]. Where_in_the_ga..__[Other]","Meaning. Thinking_back_t.._","EffectOnGameYN. Did_this_experi.._","effectongame. Please_elaborate:","EffectPersonalYN. Did_this_experi.._","effectpersonal. Please_elaborate:","EffectOnMediumYN. Did_this_experi.._","EffectOnMedium. Please_explain_.._","IntentionYN. Do_you_think_yo.._","Intention. Please_explain_.._","EXPInOtherArtYN. Did_you_ever_ex.._","ExpInOtherArtType. What_form_of_me.._","ExpInOtherArtType[other]. What_form_of_me..__[Other]","ExpInOtherArt. Please_describe.._","NoExperienceYN. Do_you_think_di.._","NoExperience. Please_explain_.._","FavGames[Fav1]. Please_name_up_..__[1]","FavGames[Fav2]. Please_name_up_..__[2]","FavGames[Fav3]. Please_name_up_..__[3]","FavGames[Fav4]. Please_name_up_..__[4]","FavGames[Fav5]. Please_name_up_..__[5]"
"145",557,"Yes","The title utilized the pros that games have over other forms of media, in that you as a viewer of the media is able to interact with the piece in a more intimate way by allowing you as a player to make artificial choices that feel influential on the story. Letting you direct the direction of the story, and reap the results of the direction you pushed the game in.
I as a player felt happiness, guilt, sorrow and anger for the events that transpired as a result of the choices I made in the game.","Undertale","The author created an interactive story that tells of characters and their stories. Meant to invoce strong emotions and attachment to these characters  with no regard to profitability, marketability, or mass appeal of the game as a product.","2-10 years ago","No","Other","Throughout my entire experience","It is just a well written story evoking powerful emotions with its good writing. While such skillful writing is rare in the industry, I do not think there was a deeper message to the game.","Yes","I expected the game to be just another pixelart project by an inexperienced developer. As the graphics style in undertale is often chosen by fledgling developers due to its inexpensiveness.","No","It has not impacted me on a personal level. The experience I had with the game at the time of playing was very powerful, but it did not have a lasting effect on me.","No","The game industry in general does allow for, but does not promote the creation of games of this type. Videogame design is fueled by monetary reasons, and remain that way.","Yes","I believe the developer Toby Fox had a vision of creating a feelgood experience and being a one man developer team; was able to fulfill this vision to an accuracy that would be difficult for teams of a larger size.","N/A",NA,NA,NA,"N/A",NA,"Fallout: New Vegas (modded)","Skyrim (modded)","Little big Planet","Expeditions Viking","Code Vein"
"146",558,"Yes","There is this game that really challenges a player to think about and question what we know of the world. The game basically loops over and over and as you complete these loops the world starts breaking down. The things you knew, the rules you lived by all go out the window, leaving you questioning what the meaning of life really is.","The Stanley Parable","Any media that makes the users/viewer think, challenges ones believe is art. Art isn't just pretty pictures but so much more.","1-2 years ago","No","During the general gameplay",NA,NA,"N/A",NA,"N/A",NA,"N/A",NA,"N/A",NA,"N/A",NA,NA,NA,"N/A",NA,"Zelda Breath of the Wild","Pikmin 3","XCom",NA,NA
"147",563,"Yes","There are so many moments in narrative, story-driven games in particular that I think classify as art. The mechanics of the games being stripped back to their base basics necessitate the developers to spend their time and wow the player in other ways; and they mostly do that through soundtrack and visuals. I can think of so many moments from Life is Strange where I sat there, not playing the game, just watching the world around me; the people walking about, the perfectly-matched music blissfully playing away in the background, the story I'd been experiencing at the forefront of my mind as I immersed myself in the town of the game. Even to this day, no game has ever calmed me as much as Life is Strange has.","Life is Strange (Season 1)","If we take art to be something created in order to impart emotional experiences on others (my favourite vague definition), then Life is Strange has so so many of those. The basic-looking but gorgeous visuals full of rustic charm and colour, the indie music playing away in the background just over the ambience of life going on as normal, the story perfectly blending in with these elements and ticking away in your mind as you play. It was the first and only time I'd believed in the word immersion as something games were capable of achieving.  The state of bliss and relaxation at the world, but also emotional investment in the characters and even the town itself was unparalleled to me.","2-11 months ago","No","During the general gameplay",NA,"The game was very clearly trying to build up the idea of this idyllic, living town with deep-seeded issues; given it's survival as a town is key to the story of the game and part of the ending choice you make at the end of episode 5. I was intended to be feeling deeply attached to this world for that reason.","Yes","The various moments elevated it from just another narrative story game with some choices to actual art for me, the entire game; there's not a moment of the game I wasn't deeply invested as a result.","Yes","I got emotional quite a lot throughout the game; I cried at the ending. In real life, I found it both cheered me up and depressed me greatly; to know that such a place is merely fiction and those people don't really exist.","Yes","It showed me that real emotional experiences can be done in games, and it helped me realise that the personal journey with a game is the most important thing when playing it. I used to focus more on getting things right in a game, getting the perfect ending but I've done a complete one-eighty now. I just want my story to be mine.","Yes","It's key to the ending choice of the game that you care deeply about the game's world, it's town, it's characters; and most of that building shines through in artful moments of absolute beauty. It was much very intended to make the ending several orders of magnitude more tense.","N/A",NA,NA,NA,"N/A",NA,"Dishonored","World of Warcraft","Fallout 4","Ori and the Blind Forest","Cuphead"
"148",565,"Yes","I went into the game not really knowing what it was about and was actually blown away by it. I've never really experienced a game that presented such heavy themes and philosophical concepts with such a simplistic and almost cute art style. It felt so unique to me and it made me question a lot of my own thoughts about life.","Night in the Woods","The game involves some very interesting themes such as becoming an adult, mental illnesses, accepting change, and questions existence and life and our place in the universe. The art style itself is also very lovely, with cute anthropomorphic animal characters, but I think its simplicity helps a player to focus on the narrative and the themes better, as it did for me.","<2 months ago","No","During the general gameplay",NA,"I've only really played games that had simpler themes or objectives in the past so this was the first time a game actually made me challenge my beliefs and made me consider a game as art.","Yes","As previously mentioned, I didn't actually know what NITW was about before I played it, and I had assumed it was an adventure game like the others I had played.","Yes","I played this game at a time when a lot of big changes were (and still are) happening in my life, so seeing these themes in the game made me question my own choices and motivations and consider what was important to me.","No","Before this game I was still open to the idea that digital games could be considered art, even though this was the first one that was special to me personally.","Yes","I think the point of the game is to include the player's decisions and make them consider the choices they're making and whether they agree with the themes presented in the game.","N/A",NA,NA,NA,"N/A",NA,"Animal Crossing","The Sims","Undertale","TLoZ: Breath of the Wild","Hitman"
"149",566,"Yes","It was more like interactive fiction with puzzles and a few mini games. It was pixelated, top down. The story was incredible and powerful. I think it was made more powerful from the level of interaction I had with the story (which you wouldn't get with a film or a painting, which feels like very passive consumption). I felt like I personally was uncovering the twists and turns along with the characters.  It brought up themes of love, loss, regret in complicated nuanced ways, and I personally felt incredibly moved and I cried at points. The music was so well written and I feel like it wouldn't have had the same effect if the soundtrack didn't quite fit. I would rank this as one of the strongest emotional reactions I've ever had to a piece of media.","To The Moon","Art has been defined as ""The expression or application of human creative skill and imagination, typically in a visual form such as painting or sculpture, producing works to be appreciated primarily for their beauty or emotional power."" 
The game I played used the creation of digital graphics to tell a story that had immense emotional power. And I believe in this case the reason to play this game would be primarily for that emotional journey. The gameplay isn't anything to shout about, the puzzles are pretty simple. Therefore I believe it falls into that definition.","2-10 years ago","No","During the general gameplay",NA,"I don't think it meant anything about me. I was just reacting to the story with the emotional and intellectual response that I think the game designers wanted us to have.","No","It is what it is. I knew it was a good story from reviews.","No","It didn't change my life or make me see things differently. It brought up strong emotional feelings for the situation and made me think about things I hadn't previously but it didn't change who I was or how I behaved","No","I always knew that digital games were an artform. I had previously played Bioshock Infinite, which I also rate as art. I tend to prefer story driven games as a rule because I like the emotional journey that goes with it.","Yes","They definitely intended a strong emotional response.","N/A",NA,NA,NA,"N/A",NA,"The Witcher Series","Borderlands Series","Mass Effect Series","The Longest Journey","Spyro The Dragon"
"150",574,"Yes","Themed, expressive worlds, exit stage left, GIANT monsters, raccoons that fly, bears that turn to stone, music that inspires. I was young still, but up to this point games we a very specific thing; this one is Mario, he steps on turtles and saves the princess, this one is Contra, they're soldiers fighting off aliens, this one is Metroid, a space soldier fighting aliens. But this one is art, you're not just moving from one level to the next, you're on the map, and every world is new and unique. Ghost houses, the sun has a face and it's mad at you, it attacks you, the every day enemies are now huge, you go to the sky and there is a castle in the clouds, a world of pipes, and a world of lava. The creativity of it all mixed into one game.","Super Mario Bros 3","I was young, so at the time, this title stood apart. The sun has a face and it wants to hurt you. A raccoon tail let you fly! It was thinking that someone (at the time I probably didn't know that a team of people made this) had to make this, be this creative.",">10 years ago","Yes","During the general gameplay",NA,"It was a realization that a game can be so much more than just a toy. I could appreciate it for the humor, visuals, music, worlds. It opened up my imagination to more possibilities.","Yes","It went from another game to play to a game to appreciate on more than just being a game.","Yes","It's not just games that became art; that was the beginning on learning to see things for more than the surface.","Yes","Only technically. I learned to appreciate them for art and work and entertainment, but like any art in the world, I can still not like a thing, even if I can appreciate it.","Yes","My experience is very on the nose, it's visually represented. Unless they expected only blind people to play the game, then yes, they planned me to see it.","N/A",NA,NA,NA,"N/A",NA,"Pokemon FireRed","The Legend of Zelda: Breath of the Wild","Xenoblade Chronicles 2","Super Mario 64","Super Smash Bros. Ultimate"
"151",577,"Yes","I do not play many video games, but I do watch people play and discovered that people upload cutscene compilations online. Starcraft 2 is an incredibly interesting game to watch at a professional level, and the developers put effort into both the competitive game as well as the lore and story mode. I watched through the cutscenes and it felt like watching a movie. The characters had initiative and emotions. There were arcs and payoffs. That level of care made me feel like the game was also art.","Starcraft 2","It reminded me more of a movie than a video game, and I think both are art in general.","2-11 months ago","Yes","Other","Watching others play","I love world building and lore. I was excited to learn the new world these people created.","Yes","It made me appreciate the characters and players more.","No","n/a","No","I took a class on digital media prior which discussed video games as art.","Yes",NA,"N/A",NA,NA,NA,"N/A",NA,"Tetris","Minesweeper","Online card games",NA,NA
"152",584,"Yes","It has been a while since I played games to that extent. However this game was one of the first with a relatively open world to explore and an orchestral score that I’d played. The music was so good that I still like it better than most other music in games. It was beautiful for the time. Still beautiful now.","The legend of Zelda: ocarina of time","It is an immersive world and the music was amazing. I honestly feel like the composer should be studied when our current period moves to music history",">10 years ago","No","During the general gameplay",NA,"It was one of the first times I got into music as a medium","No","I thought it was gorgeous throughout","Yes","Developed an interest in composition (music)","No","I always played games as a kid","Yes",NA,"N/A",NA,NA,NA,"N/A",NA,"Legend of Zelda ocarina of time","Super Mario bros  2","Mario kart","Smite","Soul Calibur"
"153",593,"Yes","I designed a house in-game using different decorations, walls, floors, lights, etc., even coming up with my own unconventional combinations, such as using Stone Bricks, Marble furniture, Glass Lamps & Candles, and Disk Walls. I consider that art I have made within the game. I showed it off proudly to close friends as I would do with other forms of art that I have created.","Terraria","I consider what I have made within the game to be my art. I showed it off proudly as I would do with other forms of art that I have created.","<2 months ago","Yes","During the general gameplay",NA,"Showing my achievements and creations in video games to other people is motivating.","Yes","Terraria is a nice game to play with friends.","No","No","No","No","Yes","It's the point of a sandbox game to create your own things using the resources the game gives you.","N/A",NA,NA,NA,"N/A",NA,"Elder Scrolls V Skyrim","Pokémon Platinum","Euro Truck Simulator 2","Sid Meier's Civilization 5","Red Faction Guerilla"
"154",594,"Yes","i was playing the legend of zelda: breath of the wild in a sad day. a sunset on a perfect landscape between two biomes almost made me cry. it was PERFECT.","the legend of zelda: breath of the wild","probably the sad day, mixed to the graphics and the overall experience with the world organisation","2-11 months ago","Yes","During the general gameplay",NA,"it changed not only my day, but also a little bit of my life.","Yes","the experience made the game feel magic","Yes","i felt something that changed me, i don’t know how to explain it, sorry","Yes","i had so much more respect, as a casual gamer","Yes","obviously the panorama was made on top, to make the experience of the game stunning","N/A",NA,NA,NA,"N/A",NA,"super mario galaxy","the legend of zelda: majora’s mask","animal crossing: new leaf",NA,NA
"155",597,"Yes","All Borderlands series , fallout series, and several smaller indie games. The emersive environs, contextually coherent storylines and visual art styles can fully engross me while playing. Many games are good for this, but some get it truly correct. If I feel like crying from say Arthur Morgan dying of cancer in Red Dead redemption, then someone gave enough time and effort to place me there. It's not just a time killer when things are done right in a game. It's the finest artform of our time.","Red dead redemption, borderlands, fallout, many others","The connections made , the emotional attachments cultivated, and mostly the balance struck between button mashing and true real feel action. When your choices carry over from series to series, and in the finale' your in a better position because you had wisdom and thought ahead it's a glorious feeling.","<2 months ago","Yes","Other",NA,"That no matter where your at, you put yourself there, for good, bad, or indifferent.","Yes","Some games aren't morality based or finely tuned to draw you in. But having honed skills in a game can thrill you in a way that no other form of entertainment can.","Yes","I'm a construction worker in Wisconsin, I mainly work concrete. Those winter days being laid-off have made me love games in general.","Yes","Certain endings achieved can invite great feelings of hope, joy and acomplishment.","Yes","Some games like Neir Automita have a message that beats you in the face through out the whole series, but the underlying message isn't immediately clear. After several play-throughs do you finally get the pay off. It's built up for hours, days, weeks then bursts it's seams and floods you with emotion.","N/A",NA,NA,NA,"N/A",NA,"Fallout","Red dead redemption","Mass effect","Borderlands","Halo"
"156",599,"Yes","I remember time passing by without me noticing, feeling legit joy just from looking at the graphics, reading the dialogue and listening to the music and fx. While playing this game, I was able to completely immerse myself in the world the story developed in, like I was the character and I was going through every situation and task.","The legend of Zelda: twilight princess","It was able to make me feel emotion, whether it was happiness, frustration or sadness","2-10 years ago","No","During the general gameplay",NA,NA,"N/A",NA,"N/A",NA,"N/A",NA,"N/A",NA,"N/A",NA,NA,NA,"N/A",NA,"The legend of Zelda","Oceanhorn","Tetris",NA,NA
"157",601,"Yes","You explore a small solar system in your rinky dink space shuttle, while listening to music that made me cry every time I listened to it. The game confronts the inevitability of death and how that's ok. Also the visuals of seeing all the stars in the sky go supernova is beautiful and terrifying.","Outer Wilds","The music, combined with its message.","<2 months ago","No","During the general gameplay",NA,"It's ok to accept your death and mortality. Also friendship is important.","Yes","made me emotional","Yes","I mean we're all gonna die","No","not everything needs some sad meaning, but I loved it in this game","Yes","It's kinda the whole game","N/A",NA,NA,NA,"N/A",NA,"Portal 2","The Legend of Zelda: Twilight Princess","Outer Wilds","Rimworld","Animal Crossing (New Horizons and Gamecube)"
"158",604,"Yes","In this game there is a wide-open world to explore, with crisp, high-quality visual depicting various regions/ecosystems. In exploring that world there are more than a few beautiful vistas, including flora, fauna, and geographical features. It is ultimately a game indeed, but the artistry of the in-game world is such that, when I played it on a lower-quality TV, it just wasn't as enjoyable; the visual quality in high definition is just that enthralling.","Red Dead Redemption 2","The amazing attention to detail in the visual space, from architecture/infrastructure, wildlife and plants, geographic/environmental features such as mountains, rivers, lakes, deserts, forests and prairies.","2-11 months ago","No","During the general gameplay",NA,"It provided me a (simulated) connection to nature that is difficult to attain in my suburban life, and reminded me of just how bad I want to get out there sometime.","Yes",NA,"N/A",NA,"N/A",NA,"N/A",NA,"N/A",NA,NA,NA,"N/A",NA,"Red Dead Redemption","Subnautica",NA,NA,NA
"159",609,"Yes","The Last of Us 2 was art in that it was engaging, thought-provoking, very distinct and often unenjoyable - a work of art that I appreciate aesthetically yet also find numerous flaws with","The Last of Us 2","As before: it was engaging, thought-provoking, very distinct and often unenjoyable - a work of art that I appreciate aesthetically yet also find numerous flaws with","<2 months ago","No","During the general gameplay",NA,"I don't think it really had a deep meaning other than 'revenge/violence is bad' - which is very basic but not totally artistically invalid","Yes","I felt it was nowhere near as clever/profound as everyone involved imagined it to be","No","I felt indifferent after finishing it - mainly due to player fatigue as the game was far too long","Yes","It made me hope for games to streamline themselves more tightly and not mistake grimness for profundity","No","I think the developers hoped that players would find it far more 'meaningful'","N/A",NA,NA,NA,"N/A",NA,"Titanfall","Bioshock Infinite","Halo series","Skyrim","Call of Duty series"
"160",610,"Yes","Last game as art I played was Gris. It's a high artistic game, where you explore with the character a world. What I found fascinating was high expressive images and environment used to comunicate emotions (grief) and the fact that the meccanics where though to play on the different aspect of the character. Basically, for each state of emotion, the world was modified around you, transforming elements already saw.  I think the powerful of comunicate emotions without need explanations or specific event, and the possibility to reuse previously known elements of the game In different ways was what make it such a unique experience.","Gris","The powerful of imply narration and emotional communication without need to state.
And the possibility offer different meanings to the same games elements","1-2 years ago","Yes","During the general gameplay",NA,"I think were a self reflection on human emotion and how through the lens of our emotions life can change depending on how approach.","Yes","At the beginning is not clear the meaning of the game. Then, by advance in the game you elaborate differently the previously experiences and reflect with the new meanings they could have.","Yes","I don't think it change me, but for sure it inspire me on new way to express emotions and to comunicate with others","No","Not really because it's the reason I like them, the comunicative expression they have. But I appreciated played it and enlarge my vision of games","Yes","I then read the explanation of the artist, however, I find even before very clear and comunicative the experience","N/A",NA,NA,NA,"N/A",NA,"To the moon","Gris","This war of mine","Binding of Isaac","Prison architect"
"161",612,"Yes","The game explores what it is to be a player and/or a creator. It constantly underscores its own status as a human-made digital artefact, yet still manages to convey a compelling, existential narrative disguised as a true story. (Well, actually, it's a true story whichever way you spin it—it just turns out that it's about internal self-conflict rather than an argument between friends.)  It subverts what we think of as hallmarks of games by rejecting sub-goals/incentives/rewards/character or stat progression/enemies/the domination of space, etc., and instead chooses to tell its story at a level of reality/abstraction shared by the player and the narrator–developer. It features beautiful visual motifs/symbolism as well as poetic, sometimes cryptic dialogue. Its 'level' design (more accurately described as scenography or mise-en-scene, I think) is equally thoughtful and evocative. Since there is little (inter)action, much of the game's aesthetics come from how we traverse and inhabit that space (e.g. temporarily being able to only walk backwards; suddenly being able to see what's 'behind the scenes', etc.). In short, rather than being 'meta' just for the sake of edginess/trendiness, the game makes the 'meta' level its primary plane of communication, and does so in a convincing, sophisticated way. (Cf., e.g., Pony Island, which is a bit ham-fisted.)","The Beginner's Guide","I hate to admit this, but it's got a lot to do with how 'seriously' the game takes itself. It distances itself from and subtly critiques gamer culture. IMO the feedback loop between game industry market logic and toxic gamer culture is the main thing stopping the medium from being broadly accepted as an art form. It's not the form or content of games themselves; it's the way they're consumed globally. The Beginner's Guide is as didactic as it is entertaining, and while I *do not* think that entertainment and art are mutually exclusive, I do think that aesthetically 'challenging' or hard-to-digest games are more easily framed as art in public discourse. Like... Being motivated primarily by profit haemorrhages credibility away from any art form, not just games.

Separately, the game made it feel like I was actually in dialogue with the developer. And it isn't shy about the unidirectionality of that relationship—he does what he wants in order to progress his narrative, like pulling you out of a level or turning on 'noclip', etc.

Ultimately, I guess I *like* to think of The Beginner's Guide as art because it would be damned near impossible for anyone to argue that it's *not* art. It fits the Anglophone–patriarchal–normative/prescriptive idea of what art is. While I do not think we should pander to that definition of art (all canons are bullshit, but especially male-dominated Western ones), artsy games like The Beginner's Guide get a 'foot in the door' and make it possible to point to more heterogeneous, less pretentious or chin-strokey games, and start having discussions with non-gamers about how those are also equally art.","1-2 years ago","No","Other","During the general gameplay, but also the way the game is framed and 'marketed'","It focuses on an aspect of the human condition that I think specifically affects creative people, and double-especially closet introverts suffering from impostor syndrome. If you're referring to the experience (i.e., what I felt playing the game) then it's a sense of kinship or camaraderie with the developer.","Yes","""O shit me too dawg""","Yes","It speaks authentically to the self-destructive aspects of creative process and ambition.","No","The game's themes are too singular, specific.","Yes","So, like, some players ""got"" that Coda is a fictional character and that the game is about Davey himself. I think he intended that. But then he also intended that people just ""get"" the whole ruse, 'cause it's a narrative device that lands a lot better when you see through the artifice on all levels.","N/A",NA,NA,NA,"N/A",NA,"Virtual Virtual Reality","Undertale","The Stanley Parable","Accounting","Jazzpunk"
"162",623,"Yes","The game provided an engaging narrative that I was emotionally invested in, and was also enjoyable to play due to the beautiful environment it took place in. I valued being able to explore the space and become better acquainted with it, as if I really was spending an extended period of time at a real location. Timed dialogue choices allowed me to step into the shoes of the protagonist and try to understand how he was feeling.","Firewatch","I believe video games are art. It doesn't feel right to check off features to qualify for being art. The creators clearly intended it to be so, so it is.","<2 months ago","No","During the general gameplay",NA,NA,"N/A",NA,"N/A",NA,"N/A",NA,"N/A",NA,"N/A",NA,NA,NA,"N/A",NA,"Dark Souls","Half-Life 2","Hollow Knight","Portal 2","Everquest"
"163",626,"Yes","The experience spans the whole game for me, in fact. There is one moment, however, which stood out. It took place at a farmhouse where the main character Conway talked to Weaver who lived at the farmhouse. Conway was looking for a hidden highway to deliver a shipment and Weaver needed someone to fix her TV.  The conversation quickly moved to the metaphysical realm and the TV started behaving strange. Then Weaver disappeared. As I was immersed in their discussion and wondered what had just happened, I prompted Conway to exit the farmhouse and move to another area and at that very time, silhouettes of musicians appeared in the foreground and they started playing a song. The mise-en-scène of that part of the game was simply crushing.","Kentucky Route Zero","The experience was very immersive, it was formed of an intriguing combination of symbols that were left unexplained and it was surprising and perfectly timed.","2-10 years ago","No","During the general gameplay",NA,"I'm not sure what it meant, but I know that it was beautiful. I think I will understand it better in the future.","Yes","It made me appreciate a new side to the game. It was also a unique experience that nobody else had playing the game (even if they enjoyed the same things about it as I did). So it made my relationship with the game special.","Yes","I would say that in general, moments when I ""experience something as art"" open a new kind of sensitivity for me.","No","I already knew that they were capable of great things, even though the culture around them is not in the best shape, at least in my experience.","No","Of course not! ""An"" experience was intended by them, not ""the"" experience. That would be a bit creepy if they intended the exact experience that I had...","N/A",NA,NA,NA,"N/A",NA,"Vampire: The Masquerade - Bloodlines","Kentucky Route Zero","Cart Life","Mafia: The City of Lost Heaven","Dark Souls"
"164",627,"Yes","I was riding my horse through Ambarino, one of the fictional states in the game, and I paused my game to get a drink of water. When I came back and unpaused the game, I looked over the edge of the mountain path I was riding along and sat there appreciating the scenery. The pine and fir trees, the river deep in the rocky yet smooth canyon, the wildlife around me, the audio of the birds chirping in the forest. It was extremely satisfying and it allowed me to forget my real life issues and just be at peace. I consider art to be a work that you can just get lost in, look at or listen to, and appreciate greatly. This is how I perceived the game at that point in time.","Red Dead Redemption 2","The ability to easily become totally immersed and lost within the game, and lose my thoughts and just appreciate whatever it is that I am immersed in. That is art.","<2 months ago","Yes","During the general gameplay",NA,"It meant nothing. It was just a few moments of pure bliss.","No","I had already been aware of the beauty held within the world of this game, this was just a new area that I had found more amazing than others.","No","I had no variation in my behaviour afterwards.","No","I already knew games had the capability to engage a player in such a way that they are immersed in the beauty.","Yes","I think the people who made the world, not so much the developers, handcrafted every element. From the trees to the world you stand in. It is meant to be beautiful. It was, when it was first released, vastly appreciated by many. I think this was intended for many players to notice, among almost every other area in the game, as a beautiful, interesting location.","N/A",NA,NA,NA,"N/A",NA,"Minecraft","Red Dead Redemption 2","Stardew Valley","Cities: Skylines","Apex Legends"
"165",629,"Yes","While not a singular occurrence, the closest I have ever come to experiencing game as art was during the end of the first Bioshock game, where there is a plot twist that triggered for me an entire rethinking of the gaming industry. It was the first time I felt that a game narrative could make a case for digital game as art. It was very well thought-out and carefully driven throughout the game play experience and I still think it makes a powerful statement on the superior artistic syncretism that games can provide.","Bioshock","Well drawn narrative, excellent atmosphere, good soundtrack, while also sporting an actual philosophical thesis on the nature of humans in an objectivist 'utopia'","2-10 years ago","No","During the end",NA,"I did not ascribe any particular meaning to it. I have always considered video games as art. They emulate (knowingly or not) all other artistic mediums: there are 'commercial' games (like there is young adult fiction), artistic games (created with a vision but can also cater to popular expectations) and there are 'artsy' games (most of them indie games, which I appreciate, but not necessarily enjoy).","Yes","It was the first time that a First Person Shooter (FPS) game, which in general is a genre created for popular consumption, has well exceeded my expectations regarding the genre.","No","As a literary critic I tend to not have transformative experiences with art.","Yes","Only inasmuch as I played the game early in my life and I previously never given any thought to games as art. Had it been any other game the one that triggered an intellectual response, Bioshock would not have changed the way I feel about digital games, but it would have strengthened my beliefs in video games as art.","Yes","There is an artistic intent recognizable in many video games, be it through the visual medium or through the script. Bioshock delivers on all fronts, this is why I believe it was a collective artistic project, and a successful one at that.","N/A",NA,NA,NA,"N/A",NA,"Assassin's Creed Series","Tomb Raider Series","Bioshock Series","World of Warcraft","Warcraft III"
"166",630,"Yes","Although rather old now, this RPG game is full of Easter eggs and storylines you're likely to miss when you play the game for the first time. Also, the imagery contributes immensely to the player's immersion experience, in that it tries to recreate some of the US's most iconic landmarks, such as Downtown LA, Hollywood, and Chinatown. This, coupled with the voice acting and the soundtrack, makes this game a cult classic, although it didn't garner much box office success when it was released.","Vampire the Masquerade Bloodlines","The imagery, the music, the voice acting, and the intricate minor storylines.",">10 years ago","Yes","During the general gameplay",NA,"It was an insight into my own alternative identity.","Yes","I believe it did, in that I felt that people who wrote and designed the game were, in a way, like me.","Yes","It spoke to me on a very personal level and has helped me with my anxiety at a tough point in my life.","Yes","I tend to choose videogames based on how rich they are in lore and side quests.","Yes","I think it was, since many other people feel the same about this game.","N/A",NA,NA,NA,"N/A",NA,"Vampire the Masquerade Bloodlines","Assassin's Creed Odyssey","Assassin's Creed Origins","Assassin's Creed II","Vampyr"
"167",638,"Yes","An RPG I am playing features digital art cut scene s, a plot that could be considered a novel, and a beautifully depicted digital world.","Divinity Original Sin II","I frequently tell people that playing RPGs is similar to reading a book or watching a movie, but you are able to interact and influence the plot. If literature and film are considered art, why wouldn't games be?","<2 months ago","No","Other","The whole game","I think that video games are a form of art, and I am drawn to games because of that. I don't think I had a profound moment, but just a general appreciation for the game creators and their ability to manage many different genre (music, visuals, writing) to create a complete and satisfying experience.","Yes","There are games that I start and never play again, and there are games that I play for hundreds of hours. DOS2 is the latter.","Yes","Games are what I do for fun, to calm down, to regenerate energy. Without this game and games like it, I would have more stress and be a less developed person. Because you learn from everything you do, reading hundreds of lines of dialogue is the same as reading a book, and if you can learn by reading books, why wouldn't you be able to learn by playing games?","No","I have always felt this way about games, that's why I've continued to play for the majority of my life.","Yes","Everything in the experience of the game is created and curated to be enjoyable and exciting and moving, every gesture needs to be animated, every line written and edited and voice acted. They cannot do these things without thoughtfulness and intention.","N/A",NA,NA,NA,"N/A",NA,"Dragon Age (series)","Far Cry 3","Pokemon (series)","Divinity Original Sin II","Civilization VI"
"168",644,"Yes","The protagonist has no fighting skills. The environment (empty space) is naturally hostile and makes the player feel isolated an alone. The style of the space ship feels inhabited and dead at the same time (like a carcass). The body horror is immensly unsettling and detailed.","Dead Space 1","It felt like the art style had no intention of catering to anyones pleasure. It seemd like an experiment in which the horror derived from self purpose rather than trying achieve some sort of representation.","2-10 years ago","No","During the general gameplay",NA,NA,"N/A",NA,"N/A",NA,"N/A",NA,"N/A",NA,"N/A",NA,NA,NA,"N/A",NA,"Dead Space 1","Halo 1","Apex Legends","Super Mario Sunshine","Super Smash Bros"
"169",649,"Yes","One of many moments in this game that I considered as art: the character enters a valley, right after a small outpost. Everything is huge, much bigger than what you experienced in the game beforehand, with mountains and an orange-is surrounding. An enormous eagle-like machine flies high in the sky, while the valley is filled with both robots and animals, as well as few humans. Even though the character is in the middle of the screen, it is barely noticeable compared to the size of the scenery.","Horizon: Zero Dawn","First thing, the beauty of the view. Such a scene would be beautiful in real life, but seeing it in a game, knowing all the work that was required to show this is mind-blowing. But the valley also brings a lot of feelings, both excitement (to explore this new world) and emptiness, looking at how small you are and peaceful everything looks. Finally, it is one of the first times you see something this big in the game, showing how you progressed in the game, adding to the said feelings.","<2 months ago","No","During the general gameplay",NA,"To me, it would mean that this game truly is an ""open-world"" game, in the sense that the world is huge and there is a lot to explore. This is what amazed me: the size of the world.","No","While this experience was amazing, I knew the game had this kind of scenery, so I was kind of excepting this, thus it didn't change changed my view of the game per se.","No","I'm not sure what to say, I just don't fell it impacted my life.","No","While it did confirm my love for digital games for all it can bring (here, art), it didn't actually change the way I feel since it is not the first time I'm amazed by such an experience in said games.","Yes","Having such a calm yet a bit scary scene right after an outpost full of humans was definitely deliberate, and not put at random. While the experience might not have been perceived the same way by everyone, such a beautiful view is always in tented, as it requires a lot of work.","N/A",NA,NA,NA,"N/A",NA,"The last of us","Horizon: Zero Dawn","The Witcher 3","GTA V",NA
"170",666,"Yes","I was walking around the (virtual) countryside, and it was really pretty. 
","Skyrim","Defining what art is is super subjective, but to me this counted because 1. people had to create those graphics, and 2 . I liked it and thought it was pretty (which yes, is not necessary for art,)","<2 months ago","Yes","During the general gameplay",NA,"...that the developers put time into making the scenery nice.

There was no deeper meaning.","Yes","I liked that there were nice graphics/landscape views and it increased my enjoyment of the game","No","It was nice graphics, not something deep. 
","No","n/a","Yes","They wouldn't have put nice graphics in if they didn't want people to enjoy them","N/A",NA,NA,NA,"N/A",NA,"Skyrim","Stardew Valley","Civilization","Portal","The Sims"
